Table_Title,Page,ARV_Drug,Other_Drug,Interaction_Effect,Recommendations,Additional_Details
Table 4: Boosted Darunavir (DRV) Interactions (also see prescribing information),27,Boosted Darunavir (DRV),,,,"None: Inhibition of CYP3A4, P-gP, and OATP1B1 by boosted PIs may
increase plasma concentrations of other PIs. | None_1: Avoid concomitant use to avoid adverse effects of NS3/4A PIs."
Table 4: Boosted Darunavir (DRV) Interactions (also see prescribing information),27,Boosted Darunavir (DRV),,,,None: Boosted PIs inhibit daclatasvir metabolism via CYP3A4. | None_1: Decrease daclatasvir dose to 30 mg per day.
Table 4: Boosted Darunavir (DRV) Interactions (also see prescribing information),27,Boosted Darunavir (DRV),,,,"None: • COBI inhibits CYP3A.
• Suvorexant is a substrate of CYP3A.
• Zolpidem, suvorexant: Boosted PIs may increase zolpidem and
suvorexant concentrations.
• Ramelteon: RTV-boosted PIs may reduce ramelteon efficacy. | None_1: • Zolpidem: Administer lowest effective dose; monitor for
adverse effects, including excess sedation.
• Eszopiclone: Start with 1 mg per day and titrate slowly to
achieve clinical effect; monitor for adverse effects, including
excess sedation.
• Suvorexant: Coadministration is not recommended (may
increase somnolence, dizziness, and risk of sleep hangover);
use alternative sleep medication or ARV.
• Ramelteon: Monitor for efficacy in cigarette smokers."
Table 4: Boosted Darunavir (DRV) Interactions (also see prescribing information),27,Boosted Darunavir (DRV),,,,"None: • Eletriptan: Metabolism inhibited by boosted PIs.
• TCAs: PIs and TCAs can both cause QT prolongation. | None_1: • Eletriptan: Do not coadminister; use alternative triptan
medication.
• TCAs: With concomitant use of high-dose TCAs and PIs,
consider monitoring for QT prolongation and other cardiac
adverse effects or consider alternative medications."
Table 4: Boosted Darunavir (DRV) Interactions (also see prescribing information),27,Boosted Darunavir (DRV),,,,None: No clinically significant interactions reported. | None_1: Do not exceed omeprazole 40 mg per day.
Table 4: Boosted Darunavir (DRV) Interactions (also see prescribing information),27,Boosted Darunavir (DRV),,,,None: Boosted DRV may increase trazodone concentrations. | None_1: Monitor for antidepressant and/or sedative effects.
Table 4: Boosted Darunavir (DRV) Interactions (also see prescribing information),27,Boosted Darunavir (DRV),,,,"None: • Carbamazepine, oxcarbazepine, phenobarbital, phenytoin:
Coadministration may significantly reduce concentrations of
ARVs through induction of CYP450 system.
• Zonisamide: CYP3A4 inhibition may increase zonisamide
concentrations. | None_1: • Carbamazepine, oxcarbazepine, phenobarbital, phenytoin:
‒ Coadministration is not recommended; use alternative
anticonvulsant.
‒ If benefit of use outweighs risk, monitor carefully for
efficacy and toxicity.
‒ Perform TDM.
• Zonisamide: Monitor for efficacy and adverse effects; adjust
dose as needed."
Table 4: Boosted Darunavir (DRV) Interactions (also see prescribing information),27,Boosted Darunavir (DRV),,,,"None: Complex mechanisms of metabolism and formation of both active
and inactive metabolites create interactions of unclear
significance between these drugs and boosted PIs. | None_1: Monitor for signs of opiate toxicity and analgesic effect; dose
these analgesics accordingly."
Table 4: Boosted Darunavir (DRV) Interactions (also see prescribing information),28,Boosted Darunavir (DRV),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 4: Boosted Darunavir (DRV) Interactions (also see prescribing information),28,Boosted Darunavir (DRV),,,,"None: Tramadol exposure is increased with CYP3A inhibition, but this
reduces conversion to more potent active metabolite seen when
tramadol is metabolized by CYP2D6. | None_1: When tramadol is given with COBI or RTV, monitoring for
tramadol-related adverse effects and analgesic effect may be
required as clinically indicated; adjust tramadol dose if indicated."
Table 4: Boosted Darunavir (DRV) Interactions (also see prescribing information),28,Boosted Darunavir (DRV),,,,"None: • RTV-boosted DRV: Combination appears to decrease oral
norethindrone concentrations.
• COBI-boosted DRV: Combination has not been studied, but
since COBI does not induce glucuronidation, it is expected to
increase norethindrone concentration. | None_1: • Norethindrone: Consider alternative or additional
contraceptive methods or alternative ARV.
• Etonogestrel: No data available. Consider alternative or
additional contraceptive methods or alternative ARV."
Table 4: Boosted Darunavir (DRV) Interactions (also see prescribing information),28,Boosted Darunavir (DRV),,,,"None: • PDE5 inhibitors: Increased PDE5 inhibitor concentrations are
expected.
• Flibanserin: Increased flibanserin concentrations are expected | None_1: • Sildenafil: Start with 25 mg every 48 hours; monitor for
adverse effects.
• Tadalafil: Start with 5 mg and do not exceed 10 mg every 72
hours; monitor for adverse effects.
• Vardenafil: Administer 2.5 mg every 72 hours; monitor for
adverse effects.
• Avanafil, flibanserin: Do not coadminister."
Table 4: Boosted Darunavir (DRV) Interactions (also see prescribing information),28,Boosted Darunavir (DRV),,,,"None: • BUP: RTV-boosted PIs may greatly increase BUP
concentrations, but clinical significance of this effect is
unknown because BUP dosing is based on Clinical Opiate
Withdrawal Scale.
• BUP/NLX: COBI-boosted DRV may increase BUP concentrations
while decreasing NLX concentrations when given with
sublingual BUP/NLX.
• Methadone:
‒ COBI does not appear to have any significant effect on
methadone concentration.
‒ RTV-boosted DRV taken twice per day may reduce
methadone concentrations. | None_1: • BUP: When administering with RTV-boosted DRV, monitor for
signs of increased opioid toxicity, including sedation, impaired
cognition, and respiratory distress.
• BUP, BUP/NLX: When administering with COBI-boosted DRV,
titrate carefully to achieve clinical effect.
• Methadone:
‒ Based on efficacy and safety, initiate at lowest possible dose
and titrate to achieve clinical effect; monitor for signs and
symptoms of opiate withdrawal.
‒ When administering with RTV-boosted DRV taken twice per
day, monitor for signs of opiate withdrawal and increase
methadone dose if necessary."
Table 4: Boosted Darunavir (DRV) Interactions (also see prescribing information),28,Boosted Darunavir (DRV),,,,"None: Everolimus, sirolimus, cyclosporine, tacrolimus: Metabolism
decreased by boosted PIs. | None_1: • Everolimus, sirolimus: Do not use with boosted DRV.
• Cyclosporine, tacrolimus: Dose based on TDM; monitor closely
for adverse effects."
Table 4: Boosted Darunavir (DRV) Interactions (also see prescribing information),28,Boosted Darunavir (DRV),,,,"None: • Rifabutin does not affect boosted PI levels, but when used
concomitantly, bioavailability of rifabutin and its active
metabolite is increased.
• Rifampin, rifapentine: CYP3A induction reduces bioavailability
of all PIs. | None_1: • Rifabutin:
‒ RTV-boosted PIs: When used concomitantly, reduce
rifabutin to 150 mg 3 times per week.
‒ COBI-boosted PIs: Do not coadminister.
• Rifampin, rifapentine: Concomitant use of PIs and rifampin or
rifapentine is contraindicated."
Table 4: Boosted Darunavir (DRV) Interactions (also see prescribing information),29,Boosted Darunavir (DRV),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 4: Boosted Darunavir (DRV) Interactions (also see prescribing information),29,Boosted Darunavir (DRV),,,,"None: • Molnupiravir and monoclonal antibodies do not affect
CYP450, P-gP, or other drug metabolism transporters.
• Nirmatrelvir/RTV: Inhibition of CYP3A4, P-gP, and other
transporters may increase plasma concentrations of other PIs. | None_1: • Molnupiravir, monoclonal antibodies: Drug interactions are
unlikely.
• Nirmatrelvir/RTV: Patients on RTV- or COBI-containing
regimens should continue treatment for COVID-19 and HIV as
indicated without adjustment. Monitor for increased PI-related
adverse effects."
Table 4: Boosted Darunavir (DRV) Interactions (also see prescribing information),29,Boosted Darunavir (DRV),,,,"None: • Brincidofovir is a substrate for OATP1B1 and OATP1B3.
• Tecovirimat is a weak inducer of CYP3A and weak inhibitor of
CYP2C8 and CYP2C19. | None_1: • Brincidofovir: Coadministration with PIs will likely increase
brincidofovir levels. Consider avoiding concurrent PIs if
possible. If unable to change PI, monitor for brincidofovir-
related adverse effects, e.g., LFT elevations,
hyperbilirubinemia, diarrhea, or other GI adverse effects.
Postpone PI dosing for at least 3 hours after brincidofovir
administration.
• Tecovirimat may reduce PI levels, though effects are not likely
to be clinically relevant. No dose adjustment in either drug is
necessary."
Table 4: Boosted Darunavir (DRV) Interactions (also see prescribing information),29,Boosted Darunavir (DRV),,,,"None: • Methylphenidate, amphetamine, dextroamphetamine:
CYP2D6 inhibition may increase drug concentrations with
concurrent RTV use.
• Modafinil: CYP3A4 induction may reduce PI levels. | None_1: • Methylphenidate, amphetamine, dextroamphetamine may
increase risk of serotonin syndrome when used concurrently
with RTV and other serotonergic medications; interaction may
be less significant with COBI. Consider using lower initial dose
and monitor for serotonin syndrome.
• Modafinil: Avoid concurrent use due to potential loss of
virologic response."
Table 4: Boosted Darunavir (DRV) Interactions (also see prescribing information),29,Boosted Darunavir (DRV),,,,"None: • Methylphenidate, amphetamine, dextroamphetamine:
CYP2D6 inhibition may increase drug concentrations with
concurrent RTV use.
• Modafinil: CYP3A4 induction may reduce PI levels. | None_1: • Methylphenidate, amphetamine, dextroamphetamine may
increase risk of serotonin syndrome when used concurrently
with RTV and other serotonergic medications; interaction may
be less significant with COBI. Consider using lower initial dose
and monitor for serotonin syndrome.
• Modafinil: Avoid concurrent use due to potential loss of
virologic response."
Table 5: Bictegravir (BIC) Interactions (also see prescribing information),30,Bictegravir (BIC),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 5: Bictegravir (BIC) Interactions (also see prescribing information),30,Bictegravir (BIC),,,,"None: BIC chelates with cations, forming insoluble compounds that
inactivate both drugs. | None_1: • Aluminum/magnesium-containing antacids: Administer
antacids at least 6 hours before or 2 hours after BIC.
• Calcium-containing antacids:
‒ Administer BIC and antacids together with food.
‒ Do not coadminister BIC simultaneously with antacids on
empty stomach."
Table 5: Bictegravir (BIC) Interactions (also see prescribing information),30,Bictegravir (BIC),,,,"None: BIC can chelate with cations, reducing absorption of both drugs. | None_1: Calcium- or iron-containing supplements:
• If taken with food, BIC can be taken at same time.
• If not taken with food, these supplements should be
administered as with antacids."
Table 5: Bictegravir (BIC) Interactions (also see prescribing information),30,Bictegravir (BIC),,,,"None: BIC inhibits renal OCT2 and MATE1, and these transporters
eliminate dofetilide. | None_1: Avoid concomitant use (may cause QT prolongation or torsades
de pointes)."
Table 5: Bictegravir (BIC) Interactions (also see prescribing information),30,Bictegravir (BIC),,,,"None: BIC inhibits renal OCT2 and MATE1, which are involved in
metformin elimination. | None_1: • Drug interaction studies suggest that prospective dose
adjustment of metformin is not required when using BIC.
• Administer at lowest dose possible to achieve glycemic control;
monitor for adverse effects."
Table 5: Bictegravir (BIC) Interactions (also see prescribing information),30,Bictegravir (BIC),,,,"None: Atenolol is eliminated via OCT2 and MATE1, which are inhibited
by BIC. Coadministration may increase atenolol levels. | None_1: • Start at lower atenolol dose and titrate slowly to achieve
clinical effect.
• If patient is already using atenolol but starting BIC, monitor for
atenolol-related adverse effects.
• Reduce atenolol dose if necessary or switch to another ARV."
Table 5: Bictegravir (BIC) Interactions (also see prescribing information),30,Bictegravir (BIC),,,,"None: Cyclosporine may increase BIC concentrations to modest degree
via P-gP inhibition. | None_1: Monitor for BIC-related adverse effects."
Table 5: Bictegravir (BIC) Interactions (also see prescribing information),30,Bictegravir (BIC),,,,"None: • Rifabutin: CYP3A and P-gP induction decrease BIC levels.
• Rifampin, rifapentine: CYP3A induction reduces bioavailability. | None_1: • Rifampin: Concomitant use is contraindicated [a].
• Rifabutin, rifapentine: Concomitant use is not recommended
[FDA(a) 2025]."
Table 5: Bictegravir (BIC) Interactions (also see prescribing information),30,Bictegravir (BIC),,,,"None: • Molnupiravir and monoclonal antibodies do not affect
CYP450, P-gP, or other drug metabolism transporters.
• Nirmatrelvir/RTV: Inhibition of CYP3A4, P-gP, and other
transporters may increase plasma concentrations of other
medications. | None_1: • Molnupiravir, monoclonal antibodies: Drug interactions are
unlikely.
• Nirmatrelvir/RTV: Drug interactions are unlikely; BIC levels
may increase."
Table 5: Bictegravir (BIC) Interactions (also see prescribing information),30,Bictegravir (BIC),,,,"None: • Molnupiravir and monoclonal antibodies do not affect
CYP450, P-gP, or other drug metabolism transporters.
• Nirmatrelvir/RTV: Inhibition of CYP3A4, P-gP, and other
transporters may increase plasma concentrations of other
medications. | None_1: • Molnupiravir, monoclonal antibodies: Drug interactions are
unlikely.
• Nirmatrelvir/RTV: Drug interactions are unlikely; BIC levels
may increase."
Table 5: Bictegravir (BIC) Interactions (also see prescribing information),31,Bictegravir (BIC),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 5: Bictegravir (BIC) Interactions (also see prescribing information),31,Bictegravir (BIC),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 5: Bictegravir (BIC) Interactions (also see prescribing information),31,Bictegravir (BIC),,The combination CAB/RPV antiretroviral therapy regimen can be used during an oral medication lead-in period and then as monthly long-acting injections; also see Table 11: Rilpivirine,,
Table 5: Bictegravir (BIC) Interactions (also see prescribing information),31,Bictegravir (BIC),,(RPV) Interactions.,,
Table 5: Bictegravir (BIC) Interactions (also see prescribing information),31,Bictegravir (BIC),,(RPV) Interactions.,,None: Mechanism of Action | None_1: Clinical Comments
Table 5: Bictegravir (BIC) Interactions (also see prescribing information),31,Bictegravir (BIC),,(RPV) Interactions.,,"None: Coadministration may significantly reduce CAB concentrations
through induction of CYP450, UGT1A, and/or P-gP system. | None_1: Concomitant use is contraindicated."
Table 5: Bictegravir (BIC) Interactions (also see prescribing information),31,Bictegravir (BIC),,(RPV) Interactions.,,"None: Coadministration may significantly reduce CAB concentrations
through induction of CYP450, UGT1A, and/or P-gP system. | None_1: • Rifampin, rifapentine: Concomitant use is contraindicated with
oral CAB.
• Rifabutin: May be used with oral CAB without dosage
adjustment.
• Rifabutin, rifampin, rifapentine: Concomitant use is
contraindicated with injectable CAB [FDA(b) 2025]."
Table 5: Bictegravir (BIC) Interactions (also see prescribing information),31,Bictegravir (BIC),,(RPV) Interactions.,,"None: Antacids increase gastric pH, and CAB requires acidic
environment for optimal absorption. Concomitant use may
decrease CAB absorption. | None_1: • Administer antacid products at least 2 hours before or 4 hours
after oral CAB.
• No effect of antacid use is expected on injectable CAB."
Table 5: Bictegravir (BIC) Interactions (also see prescribing information),31,Bictegravir (BIC),,(RPV) Interactions.,,"None: Antacids increase gastric pH, and CAB requires acidic
environment for optimal absorption. Concomitant use may
decrease CAB absorption. | None_1: • Administer antacid products at least 2 hours before or 4 hours
after oral CAB.
• No effect of antacid use is expected on injectable CAB."
Table 7: Dolutegravir (DTG) Interactions (also see prescribing information),32,Dolutegravir (DTG),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 7: Dolutegravir (DTG) Interactions (also see prescribing information),32,Dolutegravir (DTG),,,,"None: DTG inhibits renal OCT2 and MATE1, and these transporters
eliminate dofetilide. | None_1: Avoid concomitant use (may cause QT prolongation or torsades
de pointes)."
Table 7: Dolutegravir (DTG) Interactions (also see prescribing information),32,Dolutegravir (DTG),,,,"None: DTG inhibits renal OCT2, MATE1, and MATE2, which are involved
in metformin elimination. | None_1: • Administer at lowest dose possible to achieve glycemic control;
monitor for adverse effects.
• Titrate to achieve clinical effect but do not exceed 1,000 mg
daily; monitor for adverse effects, including lactic acidosis."
Table 7: Dolutegravir (DTG) Interactions (also see prescribing information),32,Dolutegravir (DTG),,,,"None: DTG chelates with cations forming insoluble compounds that
inactivate both drugs. | None_1: • Administer DTG 2 hours before or 6 hours after.
• Calcium- and iron-containing supplements: DTG and
supplement may be used concomitantly if taken with food."
Table 7: Dolutegravir (DTG) Interactions (also see prescribing information),32,Dolutegravir (DTG),,,,"None: DTG chelates with cations, forming insoluble compounds that
inactivate both drugs. | None_1: • Administer DTG 2 hours before or 6 hours after.
• DTG and iron salts may be used concomitantly if taken with
food."
Table 7: Dolutegravir (DTG) Interactions (also see prescribing information),32,Dolutegravir (DTG),,,,"None: Atenolol is eliminated via OCT2 and MATE1, which are inhibited
by DTG. Coadministration may increase atenolol levels. | None_1: • Start at lower atenolol dose and titrate slowly to achieve
clinical effect.
• If patient is already using atenolol but starting DTG, monitor
for atenolol-related adverse effects.
• Reduce atenolol dose if necessary or switch to another ARV."
Table 7: Dolutegravir (DTG) Interactions (also see prescribing information),32,Dolutegravir (DTG),,,,"None: • ETR induces UGT1A1 and CYP3A enzymes.
• DTG is a substrate of UGT1A1 and CYP3A enzymes. | None_1: ETR reduces DTG concentrations. Do not use concomitantly
unless boosted PI is also part of treatment regimen."
Table 7: Dolutegravir (DTG) Interactions (also see prescribing information),32,Dolutegravir (DTG),,,,"None: • Rifabutin: No clinically significant interactions are expected.
• Rifampin: CYP3A induction reduces DTG bioavailability.
• Rifapentine: Reduced rifapentine levels are expected. | None_1: • Rifabutin: No dose adjustments are necessary.
• Rifampin: When used concomitantly, administer DTG at 50 mg
twice per day instead of 50 mg once per day in patients
without suspected or documented INSTI-associated resistance
mutations. Consider rifabutin in patients with INSTI resistance.
• Rifapentine, once weekly:
‒ If using concomitant DTG 50 mg once daily, monitor for
virologic efficacy.
‒ Do not coadminister with DTG 50 mg twice daily.
• Rifapentine, once daily: Do not coadminister DTG."
Table 7: Dolutegravir (DTG) Interactions (also see prescribing information),32,Dolutegravir (DTG),,,,"None: • Rifabutin: No clinically significant interactions are expected.
• Rifampin: CYP3A induction reduces DTG bioavailability.
• Rifapentine: Reduced rifapentine levels are expected. | None_1: • Rifabutin: No dose adjustments are necessary.
• Rifampin: When used concomitantly, administer DTG at 50 mg
twice per day instead of 50 mg once per day in patients
without suspected or documented INSTI-associated resistance
mutations. Consider rifabutin in patients with INSTI resistance.
• Rifapentine, once weekly:
‒ If using concomitant DTG 50 mg once daily, monitor for
virologic efficacy.
‒ Do not coadminister with DTG 50 mg twice daily.
• Rifapentine, once daily: Do not coadminister DTG."
Table 7: Dolutegravir (DTG) Interactions (also see prescribing information),33,Dolutegravir (DTG),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 7: Dolutegravir (DTG) Interactions (also see prescribing information),33,Dolutegravir (DTG),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 7: Dolutegravir (DTG) Interactions (also see prescribing information),33,Dolutegravir (DTG),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 7: Dolutegravir (DTG) Interactions (also see prescribing information),33,Dolutegravir (DTG),,,,"None: EVG chelates with polyvalent cations, which may reduce
absorption of both agents. | None_1: Aluminum-, magnesium-, and/or calcium-containing antacids:
When taken with EVG, separate doses by at least 2 hours."
Table 7: Dolutegravir (DTG) Interactions (also see prescribing information),33,Dolutegravir (DTG),,,,"None: COBI-boosted EVG inhibits CYP3A4 and other transporters and is
likely to increase levels of select drugs in this class. | None_1: • Alfuzosin, silodosin: Concomitant use is contraindicated.
• Doxazosin, terazosin: May be used; increased levels are
possible.
• Tamsulosin: Avoid unless benefits outweigh risk. If used
together, monitor for tamsulosin-associated adverse effects,
such as hypotension."
Table 7: Dolutegravir (DTG) Interactions (also see prescribing information),33,Dolutegravir (DTG),,,,"None: • Factor Xa inhibitors are substrates of P-gP and CYP3A.
• COBI inhibits P-gP and CYP3A.
• Concentrations may increase, increasing bleeding risk. | None_1: • Rivaroxaban: Do not coadminister.
• Apixaban: Reduce apixaban dose to 2.5 mg twice per day; if
patient is already taking 2.5 mg twice per day, avoid
concomitant use.
• Dabigatran:
‒ In patients with good renal function, no dose adjustments
are necessary.
‒ In patients with moderate to severe renal dysfunction, do
not use this combination.
‒ Consider switching to another ARV regimen without booster
to avoid interaction.
• Edoxaban:
‒ For stroke prevention in patients with nonvalvular atrial
fibrillation: No dose adjustments are necessary.
‒ For patients with DVT and PE: Administer edoxaban 30 mg
once daily."
Table 7: Dolutegravir (DTG) Interactions (also see prescribing information),33,Dolutegravir (DTG),,,,"None: Metabolism of warfarin could potentially decrease (or more
rarely) increase. | None_1: • Use cautiously with warfarin. If use is necessary, increase INR
monitoring.
• If INR increases, decrease warfarin dose.
• If INR decreases, increase warfarin dose slowly."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),34,Boosted Elvitegravir (EVG),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),34,Boosted Elvitegravir (EVG),,,,"None: • Cilostazol may be metabolized by CYP3A; COBI-boosted EVG
can increase concentrations of this drug.
• Ticagrelor: Strong CYP3A4 inhibitors may increase ticagrelor
exposure.
• Clopidogrel: Boosted EVG significantly decreases production of
clopidogrel’s active metabolite.
• Prasugrel: Boosted EVG decreases prasugrel’s active
metabolite; however, adequate antiplatelet activity is
maintained.
• Vorapaxar: Increased vorapaxar levels are expected. | None_1: • Cilostazol: Monitor for antiplatelet effect. May be necessary to
use alternative antiplatelet or alternative ARV.
• Ticagrelor: To avoid increased bleeding risk, do not use
ticagrelor with strong CYP3A inhibitors, particularly COBI and
RTV.
• Clopidogrel, vorapaxar: Do not coadminister.
• Prasugrel: No dose adjustments are necessary."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),34,Boosted Elvitegravir (EVG),,,,"None: P-gP inhibitors, including boosted EVG, decrease aliskiren
elimination, increasing adverse effects of medication. | None_1: Do not coadminister."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),34,Boosted Elvitegravir (EVG),,,,"None: EVG chelates with polyvalent cations, which may reduce
absorption of both agents. | None_1: Administer at least 2 hours before or 6 hours after EVG."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),34,Boosted Elvitegravir (EVG),,,,"None: COBI-boosted EVG may increase atenolol concentrations via
inhibition of MATE-1 elimination. | None_1: • Start at lowest possible dose and titrate slowly to achieve
clinical effect while monitoring for adverse effects.
• If patient is already using atenolol but starting COBI-boosted
EVG, monitor for atenolol-related adverse effects. Reduce
atenolol dose as needed."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),34,Boosted Elvitegravir (EVG),,,,"None: COBI-boosted EVG may increase CCB concentrations by as much
as 50%. | None_1: When using with boosted EVG, decrease original CCB dose by as
much as 50% and titrate slowly to achieve clinical effect."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),34,Boosted Elvitegravir (EVG),,,,"None: • Eplerenone is metabolized by CYP3A.
• COBI inhibits CYP3A. | None_1: • Avoid concomitant use (increased risk of hyperkalemia and
hypertension).
• If concomitant use is required, use lowest possible effective
eplerenone dose."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),34,Boosted Elvitegravir (EVG),,,,"None: • COBI inhibits CYP3A.
• Simvastatin and lovastatin are CYP3A substrates. Boosted EVG
greatly increases concentrations. | None_1: Concomitant use is contraindicated; may increase muscle aches
and risk of rhabdomyolysis; choose alternative statin."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),34,Boosted Elvitegravir (EVG),,,,"None: • Pitavastatin and pravastatin are OATP1B1 substrates.
• COBI inhibits OATP1B1.
• Although moderate increases are possible, low doses are
considered safe when used with boosted EVG. | None_1: Use lowest effective doses of pitavastatin and pravastatin;
monitor for signs of toxicity, including myopathy."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),34,Boosted Elvitegravir (EVG),,,,"None: • Atorvastatin is a substrate of CYP3A4 and OATP1B1.
• Boosted EVG inhibits both CYP3A and OATP1B1.
• Boosted EVG may moderately increase concentrations. | None_1: • Avoid concomitant use of COBI and atorvastatin.
• If atorvastatin use is necessary, do not exceed 20 mg per day."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),35,Boosted Elvitegravir (EVG),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),35,Boosted Elvitegravir (EVG),,,,"None: • Rosuvastatin is a substrate of OATP1B1, OATP1B3, and CYP2C9.
• COBI inhibits OATP.
• EVG induces CYP2C9.
• Boosted EVG may moderately increase concentrations. | None_1: Use lowest effective dose of rosuvastatin and titrate carefully to
achieve clinical effect; monitor for adverse effects."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),35,Boosted Elvitegravir (EVG),,,,"None: Interaction has not been studied, but potential for moderate
increase is possible. | None_1: Do not coadminister. If use is required, use lowest effective dose;
monitor closely for safety and efficacy before increasing statin
dose."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),35,Boosted Elvitegravir (EVG),,,,"None: • Metformin: COBI is known to inhibit MATE1, which is involved
in metformin elimination, thus increasing metformin
concentrations.
• Glyburide is mainly metabolized by CYP3A; concentrations are
increased by inhibitors of this enzyme.
• Saxagliptin levels may be increased via CYP3A inhibition. | None_1: • Metformin: Monitor for metformin-related adverse effects;
reduce dose as needed.
• Glyburide or alternative sulfonylureas: Use lowest effective
doses with boosted EVG; monitor for signs of hypoglycemia.
• Saxagliptin: Limit dose to 2.5 mg once per day."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),35,Boosted Elvitegravir (EVG),,,,"None: CYP3A inhibition increases plasma concentrations of these
agents. | None_1: • Concomitant use is contraindicated unless benefits outweigh
risks; consider alternative ARV.
• If coadministration is necessary, monitor frequently for QT
prolongation, palpitations, and sinus tachycardia.
• Salmeterol: Monitor for increased risk of cardiovascular-
related adverse events."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),35,Boosted Elvitegravir (EVG),,,,"None: Risk of Cushing’s syndrome occurs when boosted EVG is
coadministered with the following corticosteroids:
• Intranasal or inhaled: Fluticasone, mometasone, ciclesonide,
budesonide, triamcinolone
• Systemic: Betamethasone, budesonide, prednisolone,
prednisone, dexamethasone
• Injectable: Betamethasone, triamcinolone | None_1: • Fluticasone, mometasone, ciclesonide, budesonide,
triamcinolone (intranasal or inhaled): Do not coadminister
unless potential benefits outweigh risk; consider alternative
corticosteroid (e.g., beclomethasone).
• Betamethasone, budesonide (systemic): Do not coadminister
unless potential benefits outweigh risk.
• Betamethasone, triamcinolone (injectable): Do not
coadminister unless benefits outweigh risk.
• Prednisolone, prednisone (systemic): Do not coadminister
unless potential benefits outweigh risk; if use cannot be
avoided, use for shortest effective duration.
• Dexamethasone (systemic): Do not coadminister unless
potential benefits outweigh risk; consider alternative
corticosteroid. Beclomethasone and flunisolide are likely safe
alternatives."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),35,Boosted Elvitegravir (EVG),,,,None: Boosted EVG may increase trazodone concentrations. | None_1: Monitor for antidepressant and/or sedative effects.
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),36,Boosted Elvitegravir (EVG),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),36,Boosted Elvitegravir (EVG),,,,"None: Boosting with cobicistat may increase benzodiazepine
concentrations via CYP3A4 inhibition. | None_1: Consider alternative benzodiazepine (e.g., lorazepam, oxazepam,
temazepam); if used, administer lowest effective dose; monitor
closely for adverse effects."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),36,Boosted Elvitegravir (EVG),,,,"None: Levels likely to be increased by COBI-boosted EVG. | None_1: • Midazolam:
‒ Oral: Concomitant use is contraindicated.
‒ Parenteral: Administer in closely monitored setting.
Consider dose reduction, especially if >1 dose is
administered.
• Triazolam: Concomitant use is contraindicated."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),36,Boosted Elvitegravir (EVG),,,,"None: Several antipsychotic agents are CYP3A substrates, and inhibitors
of this enzyme may increase their concentrations. | None_1: • Quetiapine: Reduce dose to 1/6 if initiating ART in patient on
stabilized quetiapine.
• All other antipsychotics: Use at lowest dose possible in
patients taking boosted ARVs; monitor carefully for adverse
effects."
Table 8: Boosted Elvitegravir (EVG) Interactions (also see prescribing information),36,Boosted Elvitegravir (EVG),,,,"None: • PDE5 inhibitors are CYP3A substrates. Increased PDE5 inhibitor
concentrations are expected.
• COBI inhibits CYP3A. | None_1: • PDE5 inhibitors: Avoid concomitant use or use with lowest
effective dose of PDE5 inhibitor (may increase risk of
hypotension, syncope, priapism, and other adverse effects).
• Avanafil: No data available; do not coadminister.
• Sildenafil: Start with 25 mg every 48 hours; monitor for
adverse effects.
• Tadalafil: Start with 5 mg and do not exceed 10 mg every 72
hours; monitor for adverse effects.
• Vardenafil: Administer 2.5 mg every 72 hours; monitor for
adverse effects."
